group_name,date,user_id,original_text,ioc_type,ioc_value,source
Unknown,2024-03-10 22:06:56,,"vless://ce793dc7-67a4-4020-913d-c7679cb41b07@[2a01:4f8:1c1b:2b78::1]:25253?security=none&encryption=none&headerType=none&type=tcp#%40v2Rinjector+%F0%9F%A4%8D%DA%A9%D8%A7%D9%86%D9%81%DB%8C%DA%AF+%D8%B1%D8%A7%DB%8C%DA%AF%D8%A7%D9%86
vless://2223a242-c7b3-4be3-8933-05a87af9b92b@154.197.75.98:80?path=%2F%3FTELEGRAM%3A+%40v2Rinjector+%7C+TELEGRAM%3A+%40v2Rinjector+%7C+TELEGRAM%3A+%40v2Rinjector+%7C+TELEGRAM%3A+%40v2Rinjector&security=none&encryption=none&host=shhproxyfrees.xn--69-pv2cl2k5x3fipr.org.&type=ws#%40v2Rinjector+%F0%9F%A4%8D%DA%A9%D8%A7%D9%86%D9%81%DB%8C%DA%AF+%D8%B1%D8%A7%DB%8C%DA%AF%D8%A7%D9%86
ALL operator's


🇮🇷
‌",IPv4 (Loose),154.197.75.98,regex-loose
Unknown,2024-03-10 08:35:37,,CEE271F60FA1BAA8AF316333E91FEE56,MD5 Hash,CEE271F60FA1BAA8AF316333E91FEE56,regex-md5
Unknown,2024-03-05 18:42:01,,"ss://Y2hhY2hhMjAtaWV0Zi1wb2x5MTMwNTpHRXNZdm5NTXo0dDRZS0sra2tlNWlmaHIvNGFCc0V4RnFvbFJEcTM3eTNrPQ==@18.157.179.61:8080#%D8%B3%D8%B1%D9%88%D8%B1+%D9%87%D8%A7%DB%8C+%D8%B1%D8%A7%DB%8C%DA%AF%D8%A7%D9%86+%D8%AF%D8%B1+%DA%A9%D8%A7%D9%86%D8%A7%D9%84+satellitenewspersian%40%E2%9C%85

IRANCELL 🌕
🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷🇮🇷
@satellitenewspersian ✅",IPv4 (Loose),18.157.179.61,regex-loose
Unknown,2024-04-26 17:14:28,,"https://www.xda-developers.com/google-confirms-webview-issue-crashing-android-apps/amp/

⚠ Search for “Android System WebView” on the Play Store app, and select “Update”. Do the same for Google Chrome.",URL (Dirty),https://www.xda-developers.com/google-confirms-webview-issue-crashing-android-apps/amp/,regex-greedy
Unknown,2024-04-16 04:46:56,,B33FAB5C07EF12398A540C7757F6E065,MD5 Hash,B33FAB5C07EF12398A540C7757F6E065,regex-md5
Unknown,2024-04-03 20:31:31,,B945A8AD3DDFF937B939CDB6E39344A5,MD5 Hash,B945A8AD3DDFF937B939CDB6E39344A5,regex-md5
Unknown,2024-03-29 03:17:18,,1B0D4EE4D3E20B8922251941B956C21E,MD5 Hash,1B0D4EE4D3E20B8922251941B956C21E,regex-md5
Unknown,2024-03-26 13:28:52,,vless://7bd2bd19-f7e4-4c8c-969a-9a55c7513042@188.212.97.208:2052?mode=gun&security=none&encryption=none&type=grpc&serviceName=#%F0%9F%9F%A2%40HinaVPNbot+%D8%B1%D8%A8%D8%A7%D8%AA+%DA%A9%D8%A7%D9%86%D9%81%DB%8C%DA%AF+%D8%B1%D8%A7%DB%8C%DA%AF%D8%A7%D9%86,IPv4 (Loose),188.212.97.208,regex-loose
Unknown,2024-03-25 00:57:13,,https://?timestamp=1711327961&user_id=7318513754548356101&sec_user_id=MS4wLjABAAAAuIganMYhTXw2CNJgo5GHCtEMEDGi3ca8WT3dp0DKsH2C6RT1mhJL0lDXw3SCSWLL&utm_source=telegram&utm_campaign=client_share&utm_medium=android&share_iid=7349063747945629445&share_link_id=77b489b9-b578-4a3f-9c4b-f7c9cbe05957&share_app_id=1233&ugbiz_name=ACCOUNT&ug_btm=b5836%2CEnlargeAvatarActivity&social_share_type=5&enable_checksum=1,URL (Dirty),https://?timestamp=1711327961&user_id=7318513754548356101&sec_user_id=MS4wLjABAAAAuIganMYhTXw2CNJgo5GHCtEMEDGi3ca8WT3dp0DKsH2C6RT1mhJL0lDXw3SCSWLL&utm_source=telegram&utm_campaign=client_share&utm_medium=android&share_iid=7349063747945629445&share_link_id=77b489b9-b578-4a3f-9c4b-f7c9cbe05957&share_app_id=1233&ugbiz_name=ACCOUNT&ug_btm=b5836%2CEnlargeAvatarActivity&social_share_type=5&enable_checksum=1,regex-greedy
Unknown,2024-03-24 23:06:32,,"Report an malfunction app


-------------------------
Device: SM-A013G
Android Version: 10
App Version: 2.2.36
user id: 11eee4d6646c2f90a50889c8848a6b69",MD5 Hash,11eee4d6646c2f90a50889c8848a6b69,regex-md5
Unknown,2024-03-21 15:40:22,,vless://406f8c49-6acf-4f24-b51d-fbbfe3f39af4@85.198.16.242:2052?mode=gun&security=none&encryption=none&type=grpc&serviceName=#%F0%9F%9F%A2%40HinaVPNbot+%D8%B1%D8%A8%D8%A7%D8%AA+%DA%A9%D8%A7%D9%86%D9%81%DB%8C%DA%AF+%D8%B1%D8%A7%DB%8C%DA%AF%D8%A7%D9%86,IPv4 (Loose),85.198.16.242,regex-loose
Unknown,2024-03-17 10:00:07,,vless://626f9b9e-ff4a-4122-9230-80180a8bc789@193.228.91.254:3250?path=%2F%40custom_config&security=none&encryption=none&type=ws#%F0%9F%9F%A2%40HinaVPNbot+%D8%B1%D8%A8%D8%A7%D8%AA+%DA%A9%D8%A7%D9%86%D9%81%DB%8C%DA%AF+%D8%B1%D8%A7%DB%8C%DA%AF%D8%A7%D9%86,IPv4 (Loose),193.228.91.254,regex-loose
Unknown,2024-03-05 12:37:37,,50EB49BA3CDD036447E7C9E641F34A6D,MD5 Hash,50EB49BA3CDD036447E7C9E641F34A6D,regex-md5
Unknown,2024-03-04 05:36:22,,638992A5990710BC1A3D06417C317AA0,MD5 Hash,638992A5990710BC1A3D06417C317AA0,regex-md5
Unknown,2024-04-30 13:46:29,,https://mikrotik.com/product/chateaulte18_ax#fndtn-specifications,URL (Dirty),https://mikrotik.com/product/chateaulte18_ax#fndtn-specifications,regex-greedy
Unknown,2024-04-28 08:14:19,,https://wiki.mikrotik.com/wiki/Manual:Quickset,URL (Dirty),https://wiki.mikrotik.com/wiki/Manual:Quickset,regex-greedy
Unknown,2024-04-26 17:22:19,,https://mikrotiklab.ru/nastrojka/artga-staticheskaya-marshrutizatsiya-na-mikrotik.html,URL (Dirty),https://mikrotiklab.ru/nastrojka/artga-staticheskaya-marshrutizatsiya-na-mikrotik.html,regex-greedy
Unknown,2024-04-26 16:39:58,,"Есть два способа гарантировать, что трафик, входящий в WAN2, выходит из WAN2
В любом случае понадобится таблица и следующий маршрут в дополнение к стандартной маршрутизации для обеих глобальных сетей........
добавьте dst-address=0.0.0.0 шлюз=ISP2-шлюз-IP маршрутная таблица=TO_WAN2

Затем вы можете использовать маршрутизацию правило или преобразование, чтобы гарантировать, что трафик, попадающий в WAN2 (рукопожатие), возвращается обратно в WAN2
/ правило маршрутизации
add action=lookup-only-in-table src-address=WAN2-IP-address table=TO_WAN2

/ip firewall mangle
add chain=prerouting action=mark-connection connection-mark=no-mark \
in-interface=WAN_2 new-connection-mark=incomingWAN2 passthrough=yes
add chain=output action=mark-routing connection-mark=incomingWAN2
new-routing mark=TO_WAN2 passthrough=no

Note1: add action=fasttrack-connection chain=forward comment=""defconf: fasttrack"" \
connection-state=established,related hw-offload=yes connection-mark=no-mark",IPv4 (Loose),0.0.0.0,regex-loose
Unknown,2024-04-26 16:11:16,,https://mikrotik-training.ru/kb/bazovaya-nastrojka-tochki-dostupa-wi-fi-na-mikrotik-router-os/,URL (Dirty),https://mikrotik-training.ru/kb/bazovaya-nastrojka-tochki-dostupa-wi-fi-na-mikrotik-router-os/,regex-greedy
Unknown,2024-04-26 15:21:25,,https://interface31.ru/tech_it/2021/07/nastroyka-tunneley-gre-i-ipip-na-routerah-mikrotik.html,URL (Dirty),https://interface31.ru/tech_it/2021/07/nastroyka-tunneley-gre-i-ipip-na-routerah-mikrotik.html,regex-greedy
Unknown,2024-04-26 12:59:31,,https://cloud.mail.ru/public/jgfw/1gvXvPSyh,URL (Dirty),https://cloud.mail.ru/public/jgfw/1gvXvPSyh,regex-greedy
Unknown,2024-04-26 09:14:31,,https://help.mikrotik.com/docs/display/ROS/Policy+Routing,URL (Dirty),https://help.mikrotik.com/docs/display/ROS/Policy+Routing,regex-greedy
Unknown,2024-04-26 08:49:06,,https://habr.com/ru/articles/463813/,URL (Dirty),https://habr.com/ru/articles/463813/,regex-greedy
Unknown,2024-04-25 13:16:52,,"соединить 5 филиалов и пустить весь трафик через ГО (Головной офис)
было принято решение настроить ipsec ikev2 и пустить в gre 

https://mikrotik.wiki/wiki/VPN:GRE_%D0%B8_IPsec_(%D1%82%D0%BE%D0%BD%D0%BA%D0%B0%D1%8F_%D0%BD%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D0%BA%D0%B0,_%D0%B0%D1%83%D1%82%D0%B5%D0%BD%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F_%D1%81_%D0%BF%D0%BE%D0%BC%D0%BE%D1%89%D1%8C%D1%8E_%D0%BF%D0%B0%D1%80%D0%BE%D0%BB%D1%8F)",URL (Dirty),"https://mikrotik.wiki/wiki/VPN:GRE_%D0%B8_IPsec_(%D1%82%D0%BE%D0%BD%D0%BA%D0%B0%D1%8F_%D0%BD%D0%B0%D1%81%D1%82%D1%80%D0%BE%D0%B9%D0%BA%D0%B0,_%D0%B0%D1%83%D1%82%D0%B5%D0%BD%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F_%D1%81_%D0%BF%D0%BE%D0%BC%D0%BE%D1%89%D1%8C%D1%8E_%D0%BF%D0%B0%D1%80%D0%BE%D0%BB%D1%8F)",regex-greedy
Unknown,2024-04-25 08:49:23,,https://help.mikrotik.com/docs/display/ROS/RouterOS+license+keys,URL (Dirty),https://help.mikrotik.com/docs/display/ROS/RouterOS+license+keys,regex-greedy
Unknown,2024-04-25 06:00:42,,"https://wiki.mikrotik.com/wiki/Manual:Interface/PPTP#PPTP_Client

Ну и в целом: https://www.google.com/search?q=mikrotik+pptp+client",URL (Dirty),https://wiki.mikrotik.com/wiki/Manual:Interface/PPTP#PPTP_Client,regex-greedy
Unknown,2024-04-24 14:18:16,,"http://mkrtk.ru/wb0424qos
""Нет доступа""😢",URL (Dirty),http://mkrtk.ru/wb0424qos,regex-greedy
Unknown,2024-04-24 10:55:21,,"% Abuse contact for '77.48.18.224 - 77.48.18.255' is 'abuse@vodafone.cz'
Пишите письма",IPv4 (Loose),77.48.18.224,regex-loose
Unknown,2024-04-24 10:55:21,,"% Abuse contact for '77.48.18.224 - 77.48.18.255' is 'abuse@vodafone.cz'
Пишите письма",IPv4 (Loose),77.48.18.255,regex-loose
Unknown,2024-04-24 10:29:31,,https://www.abuseipdb.com/check/77.48.18.244,URL (Dirty),https://www.abuseipdb.com/check/77.48.18.244,regex-greedy
Unknown,2024-04-24 10:29:31,,https://www.abuseipdb.com/check/77.48.18.244,IPv4 (Loose),77.48.18.244,regex-loose
Unknown,2024-04-24 08:36:35,,"Да, действительно именно так
https://community.cisco.com/t5/network-security/nat-rules-and-quot-proxy-arp-quot-cisco-asa5555x/td-p/2794881",URL (Dirty),https://community.cisco.com/t5/network-security/nat-rules-and-quot-proxy-arp-quot-cisco-asa5555x/td-p/2794881,regex-greedy
Unknown,2024-04-24 08:16:12,,ip nat pool OUTSIDE 1.1.1.3 1.1.1.4 netmask 255.255.255.248,IPv4 (Loose),1.1.1.3,regex-loose
Unknown,2024-04-24 08:16:12,,ip nat pool OUTSIDE 1.1.1.3 1.1.1.4 netmask 255.255.255.248,IPv4 (Loose),1.1.1.4,regex-loose
Unknown,2024-04-24 08:16:12,,ip nat pool OUTSIDE 1.1.1.3 1.1.1.4 netmask 255.255.255.248,IPv4 (Loose),255.255.255.248,regex-loose
Unknown,2024-04-24 08:12:23,,скорее всего 1.1.1.2,IPv4 (Loose),1.1.1.2,regex-loose
Unknown,2024-04-24 07:30:59,,"/ip address add address=10.108.108.1/24 interface=ether1
/ip address add address=10.10.10.1/16 interface=ether2
/ip route add dst-address=0.0.0.0/0 gateway=10.108.108.254
/ip firewall nat add action=src-nat chain=srcnat out-interface=ether1 src-address=10.10.10.0/16 to-addresses=172.16.20.1/24",IPv4 (Loose),172.16.20.1,regex-loose
Unknown,2024-04-24 06:37:23,,https://i.mt.lv/cdn/rb_images/1267_hi_res.png,URL (Dirty),https://i.mt.lv/cdn/rb_images/1267_hi_res.png,regex-greedy
Unknown,2024-04-23 18:05:47,,":global telegramBotToken ""секрет"";
:global telegramChatID ""5980639914"";
:local message (""Device "" . [/system identity get name] . "" has booted up."");
:local apiURL (""https://api.telegram.org/bot"" . $telegramBotToken . ""/sendMessage"");
:local postData (""chat_id="" . $telegramChatID . ""&text="" . $message);
/tool fetch url=$apiURL http-method=post http-data=$postData",URL (Dirty),"https://api.telegram.org/bot""",regex-greedy
Unknown,2024-04-23 16:06:11,,https://it4allsite.wordpress.com/2019/03/21/trunk-and-access-ports-on-mikrotik-switch-with-routeros/,URL (Dirty),https://it4allsite.wordpress.com/2019/03/21/trunk-and-access-ports-on-mikrotik-switch-with-routeros/,regex-greedy
Unknown,2024-04-23 15:35:40,,"https://sysadminium.ru/mikrotik_router_backup_with_vrrp/?ysclid=lvcjqbm3l7638799558

в догонку, как вариант",URL (Dirty),https://sysadminium.ru/mikrotik_router_backup_with_vrrp/?ysclid=lvcjqbm3l7638799558,regex-greedy
Unknown,2024-04-23 14:18:14,,https://mikrotik.com/products/matrix,URL (Dirty),https://mikrotik.com/products/matrix,regex-greedy
Unknown,2024-04-23 14:03:42,,https://mikrotik.com/product/hap_ac3_lte6_kit#fndtn-specifications,URL (Dirty),https://mikrotik.com/product/hap_ac3_lte6_kit#fndtn-specifications,regex-greedy
Unknown,2024-04-23 13:41:19,,https://help.mikrotik.com/docs/display/ROS/Software+Specifications#SoftwareSpecifications-HardwareSupport,URL (Dirty),https://help.mikrotik.com/docs/display/ROS/Software+Specifications#SoftwareSpecifications-HardwareSupport,regex-greedy
Unknown,2024-04-23 13:33:59,,https://help.mikrotik.com/docs/display/ROS/REST+API,URL (Dirty),https://help.mikrotik.com/docs/display/ROS/REST+API,regex-greedy
Unknown,2024-04-23 11:36:52,,"поправил так и заработало 13    ;;; drop trafic
      chain=forward action=drop connection-nat-state=!dstnat src-address=192.168.10.0/24 dst-address=172.30.200.0/23 log=no log-prefix=""""",IPv4 (Loose),172.30.200.0,regex-loose
Unknown,2024-04-23 05:35:41,,"Tandem-4G12-OEM-1 (Часть) | MICRODRIVE
https://www.micro-drive.ru/products/tandem-4g12-oem-1-(chast)",URL (Dirty),https://www.micro-drive.ru/products/tandem-4g12-oem-1-(chast),regex-greedy
Unknown,2024-04-22 19:23:51,,https://help.mikrotik.com/docs/display/ROS/Layer2+misconfiguration,URL (Dirty),https://help.mikrotik.com/docs/display/ROS/Layer2+misconfiguration,regex-greedy
Unknown,2024-04-22 19:14:27,,тогда 2324   https://docs.eltex-co.ru/pages/viewpage.action?pageId=45461720,URL (Dirty),https://docs.eltex-co.ru/pages/viewpage.action?pageId=45461720,regex-greedy
Unknown,2024-04-22 11:59:23,,"Через 5 минут начинаем подкаст про TACACS

- https://youtube.com/live/80CVLXCrr7U
- https://linkmeup.ru/blog/2484/

Музычка уже идёт",URL (Dirty),https://linkmeup.ru/blog/2484/,regex-greedy
Unknown,2024-04-22 11:28:48,,"Хороший вариант

Или можно

https://xn----7sba7aachdbqfnhtigrl.xn--p1ai/2wan-routeros-7/",URL (Dirty),https://xn----7sba7aachdbqfnhtigrl.xn--p1ai/2wan-routeros-7/,regex-greedy
Unknown,2024-04-22 09:33:46,,Могу https://pastebin.com/wFA5UKfX (MikroTik RouterBOARD RB5009UPr+S+IN + RBcAPGi-5acD2nD),URL (Dirty),https://pastebin.com/wFA5UKfX,regex-greedy
Unknown,2024-04-21 12:24:29,,https://www.onlinetrade.ru/catalogue/aksessuary_dlya_setevogo_oborudovaniya-c5299/mikrotik/aksessuar_dlya_setevogo_oborudovaniya_mikrotik_24hpow-622385.html?etext=2202.XRwwhRDms4qgI4Ir_kWAVt_Ys-16Jdl1N0vHQ2PjQQkc6T87f9f95Q92HJKf0OhrbWx6cWRkaWV4ZnNzcGVzZg.b9bc2de40bb0f0b11a13eac01aca99e03cdb87ff&yclid=2356044856190042111#tabs_description,URL (Dirty),https://www.onlinetrade.ru/catalogue/aksessuary_dlya_setevogo_oborudovaniya-c5299/mikrotik/aksessuar_dlya_setevogo_oborudovaniya_mikrotik_24hpow-622385.html?etext=2202.XRwwhRDms4qgI4Ir_kWAVt_Ys-16Jdl1N0vHQ2PjQQkc6T87f9f95Q92HJKf0OhrbWx6cWRkaWV4ZnNzcGVzZg.b9bc2de40bb0f0b11a13eac01aca99e03cdb87ff&yclid=2356044856190042111#tabs_description,regex-greedy
Unknown,2024-04-21 10:24:30,,"Адаптер PPP SSTP_88_99:

   DNS-суффикс подключения . . . . . :
   IPv4-адрес. . . . . . . . . . . . : 10.20.0.120
   Маска подсети . . . . . . . . . . : 255.255.255.255
   Основной шлюз. . . . . . . . . :",IPv4 (Loose),255.255.255.255,regex-loose
Unknown,2024-04-21 09:38:07,,"схему с
https://app.diagrams.net/",URL (Dirty),https://app.diagrams.net/,regex-greedy
Unknown,2024-04-20 18:52:51,,https://help.mikrotik.com/docs/display/ROS/Command+Line+Interface#CommandLineInterface-ItemNumbers,URL (Dirty),https://help.mikrotik.com/docs/display/ROS/Command+Line+Interface#CommandLineInterface-ItemNumbers,regex-greedy
Unknown,2024-04-20 05:11:56,,iperf3 оказывается неторт https://habr.com/ru/news/808967/,URL (Dirty),https://habr.com/ru/news/808967/,regex-greedy
Unknown,2024-04-18 13:04:45,,https://help.mikrotik.com/docs/display/ROS/First+Time+Configuration,URL (Dirty),https://help.mikrotik.com/docs/display/ROS/First+Time+Configuration,regex-greedy
Unknown,2024-04-18 11:54:42,,https://help.mikrotik.com/docs/display/ROS/MikroTik+wired+interface+compatibility,URL (Dirty),https://help.mikrotik.com/docs/display/ROS/MikroTik+wired+interface+compatibility,regex-greedy
Unknown,2024-04-18 05:18:44,,https://i.mt.lv/cdn/product_files/RB3011UiAS-160307123613_160313.png,URL (Dirty),https://i.mt.lv/cdn/product_files/RB3011UiAS-160307123613_160313.png,regex-greedy
Unknown,2024-04-18 05:15:13,,https://habr.com/ru/articles/536648/,URL (Dirty),https://habr.com/ru/articles/536648/,regex-greedy
Unknown,2024-04-17 13:51:41,,https://help.keenetic.com/hc/en-us/articles/360000991640-Firewall-rule-examples,URL (Dirty),https://help.keenetic.com/hc/en-us/articles/360000991640-Firewall-rule-examples,regex-greedy
Unknown,2024-04-17 09:46:29,,"https://bgp.he.net/search?search%5Bsearch%5D=Youtube&commit=Search    Блокируй, Есть тонкости…",URL (Dirty),https://bgp.he.net/search?search%5Bsearch%5D=Youtube&commit=Search,regex-greedy
Unknown,2024-04-16 10:34:42,,https://myvpn.host/ru/instructions/ikev2/android.html,URL (Dirty),https://myvpn.host/ru/instructions/ikev2/android.html,regex-greedy
Unknown,2024-04-13 18:15:01,,"https://antex-e.ru/store/antenny-s-boksom-box/vika-27-mimo-box---setchataya-parabolicheskaya-antenna-lte180/
Что-то подобное",URL (Dirty),https://antex-e.ru/store/antenny-s-boksom-box/vika-27-mimo-box---setchataya-parabolicheskaya-antenna-lte180/,regex-greedy
Unknown,2024-04-13 13:34:04,,я тут нашел https://packetstormsecurity.com/files/177811/RouterOS-6.44-6.49.10-Denial-Of-Service.html,URL (Dirty),https://packetstormsecurity.com/files/177811/RouterOS-6.44-6.49.10-Denial-Of-Service.html,regex-greedy
Unknown,2024-04-13 09:30:31,,https://imgur.com/a/ux87LBV,URL (Dirty),https://imgur.com/a/ux87LBV,regex-greedy
Unknown,2024-04-12 14:17:39,,https://pastebin.com/8thRnGun,URL (Dirty),https://pastebin.com/8thRnGun,regex-greedy
Unknown,2024-04-12 13:50:59,,Тут еще пишут: https://forum.mikrotik.com/viewtopic.php?t=174586,URL (Dirty),https://forum.mikrotik.com/viewtopic.php?t=174586,regex-greedy
Unknown,2024-04-12 13:45:18,,Я прокидывал https://nometa.xyz/ru.html,URL (Dirty),https://nometa.xyz/ru.html,regex-greedy
Unknown,2024-04-11 17:55:21,,"Конечно есть 
https://help.mikrotik.com/docs/display/ROS/Netinstall",URL (Dirty),https://help.mikrotik.com/docs/display/ROS/Netinstall,regex-greedy
Unknown,2024-04-11 17:53:59,,Я вчера по этой инструкции делал https://mikrotiklab.ru/pomoshh/artga-netinstall.html,URL (Dirty),https://mikrotiklab.ru/pomoshh/artga-netinstall.html,regex-greedy
Unknown,2024-04-11 17:25:45,,"https://mikrotik-training.ru/kb/protokol-dinamicheskoj-marshrutizatsii-rip/

https://help.mikrotik.com/docs/display/ROS/RIP",URL (Dirty),https://mikrotik-training.ru/kb/protokol-dinamicheskoj-marshrutizatsii-rip/,regex-greedy
Unknown,2024-04-11 17:25:45,,"https://mikrotik-training.ru/kb/protokol-dinamicheskoj-marshrutizatsii-rip/

https://help.mikrotik.com/docs/display/ROS/RIP",URL (Dirty),https://help.mikrotik.com/docs/display/ROS/RIP,regex-greedy
Unknown,2024-04-11 11:46:38,,"""Официальный ответ техподдержки:

Если лицензия была потеряна из-за ремонта, и она не была сделана через дистрибьютора по гарантии, вам придется купить новую лицензию RouterOS за полную стоимость.""
И не факт что будет работать. 
 https://forummikrotik.ru/viewtopic.php?t=7559&start=30#:~:text=%D0%9E%D1%84%D0%B8%D1%86%D0%B8%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%20%D0%BE%D1%82%D0%B2%D0%B5%D1%82%20%D1%82%D0%B5%D1%85%D0%BF%D0%BE%D0%B4%D0%B4%D0%B5%D1%80%D0%B6%D0%BA%D0%B8%3A%0A%0A%D0%95%D1%81%D0%BB%D0%B8%20%D0%BB%D0%B8%D1%86%D0%B5%D0%BD%D0%B7%D0%B8%D1%8F%20%D0%B1%D1%8B%D0%BB%D0%B0%20%D0%BF%D0%BE%D1%82%D0%B5%D1%80%D1%8F%D0%BD%D0%B0%20%D0%B8%D0%B7%2D%D0%B7%D0%B0%20%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%2C%20%D0%B8%20%D0%BE%D0%BD%D0%B0%20%D0%BD%D0%B5%20%D0%B1%D1%8B%D0%BB%D0%B0%20%D1%81%D0%B4%D0%B5%D0%BB%D0%B0%D0%BD%D0%B0%20%D1%87%D0%B5%D1%80%D0%B5%D0%B7%20%D0%B4%D0%B8%D1%81%D1%82%D1%80%D0%B8%D0%B1%D1%8C%D1%8E%D1%82%D0%BE%D1%80%D0%B0%20%D0%BF%D0%BE%20%D0%B3%D0%B0%D1%80%D0%B0%D0%BD%D1%82%D0%B8%D0%B8%2C%20%D0%B2%D0%B0%D0%BC%20%D0%BF%D1%80%D0%B8%D0%B4%D0%B5%D1%82%D1%81%D1%8F%20%D0%BA%D1%83%D0%BF%D0%B8%D1%82%D1%8C%20%D0%BD%D0%BE%D0%B2%D1%83%D1%8E%20%D0%BB%D0%B8%D1%86%D0%B5%D0%BD%D0%B7%D0%B8%D1%8E%20RouterOS%20%D0%B7%D0%B0%20%D0%BF%D0%BE%D0%BB%D0%BD%D1%83%D1%8E%20%D1%81%D1%82%D0%BE%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C.",URL (Dirty),https://forummikrotik.ru/viewtopic.php?t=7559&start=30#:~:text=%D0%9E%D1%84%D0%B8%D1%86%D0%B8%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D0%B9%20%D0%BE%D1%82%D0%B2%D0%B5%D1%82%20%D1%82%D0%B5%D1%85%D0%BF%D0%BE%D0%B4%D0%B4%D0%B5%D1%80%D0%B6%D0%BA%D0%B8%3A%0A%0A%D0%95%D1%81%D0%BB%D0%B8%20%D0%BB%D0%B8%D1%86%D0%B5%D0%BD%D0%B7%D0%B8%D1%8F%20%D0%B1%D1%8B%D0%BB%D0%B0%20%D0%BF%D0%BE%D1%82%D0%B5%D1%80%D1%8F%D0%BD%D0%B0%20%D0%B8%D0%B7%2D%D0%B7%D0%B0%20%D1%80%D0%B5%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%2C%20%D0%B8%20%D0%BE%D0%BD%D0%B0%20%D0%BD%D0%B5%20%D0%B1%D1%8B%D0%BB%D0%B0%20%D1%81%D0%B4%D0%B5%D0%BB%D0%B0%D0%BD%D0%B0%20%D1%87%D0%B5%D1%80%D0%B5%D0%B7%20%D0%B4%D0%B8%D1%81%D1%82%D1%80%D0%B8%D0%B1%D1%8C%D1%8E%D1%82%D0%BE%D1%80%D0%B0%20%D0%BF%D0%BE%20%D0%B3%D0%B0%D1%80%D0%B0%D0%BD%D1%82%D0%B8%D0%B8%2C%20%D0%B2%D0%B0%D0%BC%20%D0%BF%D1%80%D0%B8%D0%B4%D0%B5%D1%82%D1%81%D1%8F%20%D0%BA%D1%83%D0%BF%D0%B8%D1%82%D1%8C%20%D0%BD%D0%BE%D0%B2%D1%83%D1%8E%20%D0%BB%D0%B8%D1%86%D0%B5%D0%BD%D0%B7%D0%B8%D1%8E%20RouterOS%20%D0%B7%D0%B0%20%D0%BF%D0%BE%D0%BB%D0%BD%D1%83%D1%8E%20%D1%81%D1%82%D0%BE%D0%B8%D0%BC%D0%BE%D1%81%D1%82%D1%8C.,regex-greedy
Unknown,2024-04-11 07:01:08,,https://forummikrotik.ru/viewtopic.php?t=7559,URL (Dirty),https://forummikrotik.ru/viewtopic.php?t=7559,regex-greedy
Unknown,2024-04-10 15:49:39,,"Вот например
https://habr.com/ru/articles/505416/
А в безопасности виртуального беспроводного интерфейса который будет автоматически создан сможете поменять пароль",URL (Dirty),https://habr.com/ru/articles/505416/,regex-greedy
Unknown,2024-04-10 14:25:33,,"https://www.exploit-db.com/exploits/51931
тестируй)",URL (Dirty),https://www.exploit-db.com/exploits/51931,regex-greedy
Unknown,2024-04-10 13:34:16,,https://www.labirint.ru/books/737421/,URL (Dirty),https://www.labirint.ru/books/737421/,regex-greedy
Unknown,2024-04-10 09:49:15,,"Для начала поясните, как Вы резервируете (или планируете резервировать) клиентские тоннельные подключения. В противном же случае, что меняется внутри, если клиент постучался не на внешний ип 1.1.1.1, а на 2.2.2.2 например?",IPv4 (Loose),1.1.1.1,regex-loose
Unknown,2024-04-10 09:49:15,,"Для начала поясните, как Вы резервируете (или планируете резервировать) клиентские тоннельные подключения. В противном же случае, что меняется внутри, если клиент постучался не на внешний ип 1.1.1.1, а на 2.2.2.2 например?",IPv4 (Loose),2.2.2.2,regex-loose
Unknown,2024-04-10 06:15:06,,https://help.mikrotik.com/docs/display/ROS/MACVLAN,URL (Dirty),https://help.mikrotik.com/docs/display/ROS/MACVLAN,regex-greedy
Unknown,2024-04-10 03:13:43,,https://help.mikrotik.com/docs/display/ROS/User+Manager,URL (Dirty),https://help.mikrotik.com/docs/display/ROS/User+Manager,regex-greedy
Unknown,2024-04-09 20:57:59,,https://mikrotik.com/product/hap_ax3,URL (Dirty),https://mikrotik.com/product/hap_ax3,regex-greedy
Unknown,2024-04-09 10:21:12,,https://wiki.mikrotik.com/wiki/Manual:CHR_Hyper-V_installation,URL (Dirty),https://wiki.mikrotik.com/wiki/Manual:CHR_Hyper-V_installation,regex-greedy
Unknown,2024-04-09 09:04:11,,https://mikrotik.com/download,URL (Dirty),https://mikrotik.com/download,regex-greedy
Unknown,2024-04-09 08:15:10,,https://help.mikrotik.com/docs/display/ROS/Bridge+VLAN+Table,URL (Dirty),https://help.mikrotik.com/docs/display/ROS/Bridge+VLAN+Table,regex-greedy
